waypoint1	waypoint2	distance_m	duration_s
Powder Mountain Utah	Hwy 14 Alt Route Wyoming	700400	135510
Hwy 14 Alt Route Wyoming	Hwy 157-158 Nevada	1448391	274707
Mineral King Rd California	Monitor Pass East California	497636	112085
Hurricane Ridge Washington	Hwy 39-Dawson's Saddle California	2162510	411783
Mt Ashland Oregon	Mix Canyon Fairfield California	574914	115433
East Portal Colorado	Hwy 153 Utah	633516	139196
Wheeler Peak Nevada	Nate Harrison Grade California	872976	167265
Hwy 153 Utah	Mt Lemmon Arizona	913657	185662
Emigrant Pass East California	Hwy 18 North California	319048	61908
Balch Park Rd California	Mt Harrision Idaho	1262267	255079
Nate Harrison Grade California	Mt Evans Colorado	1715109	347568
Hwy 168 California	Hwy 156-Lee Canyon Nevada	807337	152308
Bear Creek Road California	Emigrant Pass East California	357779	84242
Gibraltar Road Santa Barbara California	Guanella Pass Colorado	1839399	379352
Slumgullion Pass West Colorado	Mt Ashland Oregon	1907814	379952
Mt Rose California	Palomar Mt California	838784	168226
Independence Pass Colorado	Guanella Pass Colorado	275843	63012
Balch Park Rd California	Daylight Pass Rd California	392043	92115
Wolf Creek Pass Colorado	Nine Mile Rd California	1348169	264679
Hwy 190 California	Left Hand Canyon Colorado	2090889	418057
Townes Pass West California	Hwy 168 California	501228	99994
Hwy 143 Utah	Hwy 39-Dawson's Saddle California	869410	176118
Cottonwood Pass Colorado	Elkhorn Summit Oregon	1590201	312646
Refugio Rd California	Onion Valley Rd California	471263	86142
Beartooth Pass North Montana	Sandia Crest Hwy New Mexico	1419939	279412
Townes Pass West California	Hwy 18 North California	276078	50099
Slumgullion Pass West Colorado	Hwy 156-Lee Canyon Nevada	1065128	221928
Kolob Terrace Rd Utah	Mix Canyon Fairfield California	1057513	216203
Mosquito Ridge Rd East California	Whitney Portal California	524654	118550
Sherman Pass West California	Tollhouse Rd California	248283	55772
Slumgullion Pass West Colorado	Hwy 157-158 Nevada	1043118	218476
East Portal Colorado	Hwy 330 California	1266709	256858
Hwy 38-Valley of Falls California	Townes Pass East California	359166	76570
Mt Shasta California	Hwy 31 West Utah	1217861	235312
Mt Spokane Washington	Hwy 180 West California	1821604	347961
Cottonwood Pass Colorado	Refugio Rd California	1814262	343635
Wheeler Peak Nevada	Townes Pass East California	477837	86288
Hwy 39-Crystal Lake Rd California	Hurricane Ridge Washington	2113966	403868
Hwy 157 Mt Charleston Nevada	Little Cottonwood Canyon Utah	700798	128311
Horseshoe Meadows Rd California	Hwy 31 West Utah	879503	169927
Empire Pass Utah	Elkhorn Summit Oregon	1005320	190275
Glacier Lodge Rd California	Portuguese Pass California	309173	64940
Mt Equinox Vermont	Parks Creek East California	5057837	958905
Hwy 14 West Wyoming	Mt Ashland Oregon	1646527	312766
Townes Pass West California	Empire Pass Utah	855342	165118
Hwy 330 California	Gibraltar Road Santa Barbara California	277553	53171
Trail Ridge Rd Colorado	Onion Valley Rd California	1560550	316875
Mt Graham Arizona	Hwy 143 Utah	843060	186648
Portuguese Pass California	Hwy 180 West California	158633	33910
Emigrant Pass East California	Hwy 39-Dawson's Saddle California	395764	82533
Hwy 14 Alt Route Wyoming	Hwy 156-Lee Canyon Nevada	1459491	277190
Lone Pine-Table Mountain California	Hwy 156-Lee Canyon Nevada	440452	81671
Mineral King Rd California	Big Cottonwood Canyon Utah	1395347	273193
Burke Mt Vermont	Breckenridge Rd East California	5153256	965715
Daylight Pass Rd California	Hwy 39-Dawson's Saddle California	408287	84909
Mt Evans Colorado	Etna Summit West California	2040820	405860
Elkhorn Summit Oregon	White Mountain California	1053107	197527
Hwy 156-158 Nevada	Mix Canyon Fairfield California	851321	168896
Hwy 157 Mt Charleston Nevada	Hwy 21-245-180-198 California	711372	137122
Mineral King Rd California	N4/Table Mt California	371426	76697
Pikes Peak Colorado	Hwy 39-Crystal Lake Rd California	1725550	337529
Mt Graham Arizona	Mission Ridge Washington	2612889	481140
Mt Washington Auto Rd New Hampshire	Slumgullion Pass West Colorado	3931558	744957
East Portal Colorado	South Lake California	1332552	267934
Little Cottonwood Canyon Utah	Mt Equinox Vermont	3946059	748609
Balch Park Rd California	Elkhorn Summit Oregon	1495928	289788
Wheeler Peak Nevada	Guanella Pass Colorado	975815	202808
N4/Table Mt California	Hwy 153 Utah	799121	154644
Left Hand Canyon Colorado	Refugio Rd California	2093949	408513
Hwy 82 New Mexico	Mt Harrision Idaho	1535935	292426
Grand Mesa South Colorado	Lone Pine-Table Mountain California	1303308	255821
Hwy 156-158 Nevada	Mt Evans Colorado	1367720	289959
Mt Washington Auto Rd New Hampshire	Mix Canyon Fairfield California	5361675	1013663
Hwy 39-Crystal Lake Rd California	Hwy 156-Lee Canyon Nevada	557994	105323
Portuguese Pass California	Hwy 157-158 Nevada	492135	105978
Emigrant Pass East California	Mt Rose California	498523	91970
Pikes Peak Colorado	Hwy 14 West Wyoming	921372	175647
Lone Pine-Table Mountain California	Pine Creek Rd California	396298	71239
Emigrant Pass East California	Sandia Crest Hwy New Mexico	1186872	224177
Grand Mesa South Colorado	Tollhouse Rd California	1676494	328592
Hwy 168 California	Hwy 39-Crystal Lake Rd California	531327	108342
Hwy 39-Crystal Lake Rd California	Beasore Rd California	595554	125265
Mt Graham Arizona	Little Cottonwood Canyon Utah	1140768	235899
Wolf Creek Pass Colorado	Beartooth Pass North Montana	1182876	235198
Hwy 21-245-180-198 California	Mt Rose California	583153	125686
Hwy 18-Waterman Canyon California	Hwy 156-Lee Canyon Nevada	489452	90976
Mt Evans Colorado	Hwy 21-Whittaker Forest California	1959433	396159
Mt Rose California	Whitney Portal California	404327	81946
Hwy 153 Utah	Death Valley Rd East California	588166	114883
Lake Sabrina California	Death Valley Rd East California	79210	18361
Lake Sabrina California	Daylight Pass Rd California	201872	41963
Cottonwood Pass Colorado	Independence Pass Colorado	118829	34452
Wolf Creek Pass Colorado	Palomar Mt California	1385305	273390
Hwy 143 Utah	Lone Pine-Table Mountain California	735729	144987
Hwy 156-158 Nevada	Hwy 143 Utah	399345	82418
Emigrant Pass East California	Pikes Peak Colorado	1611082	313860
Hwy 156-158 Nevada	Hwy 18 North California	396726	72324
South Lake California	Tollhouse Rd California	297291	79987
Hwy 18-Waterman Canyon California	Sherman Pass West California	305142	61430
Mt Graham Arizona	Hwy 190 California	1325042	244658
East Portal Colorado	Mission Ridge Washington	1987336	386222
Beasore Rd California	Big Cottonwood Canyon Utah	1035682	216746
Bear Creek Road California	South Lake California	286587	92566
Slumgullion Pass West Colorado	Beartooth Pass North Montana	1064716	218711
N4/Table Mt California	Kolob Terrace Rd Utah	677287	133590
Wolf Creek Pass Colorado	Grand Mesa North Colorado	382488	95439
Wildrose California	Daylight Pass Rd California	76299	17963
Townes Pass West California	Mt Harrision Idaho	869193	165119
Balch Park Rd California	Hwy 38-Valley of Falls California	433363	89344
Mt Washington Auto Rd New Hampshire	Hwy 18 North California	5031529	946674
N4/Table Mt California	Breckenridge Rd East California	189213	44630
Hwy 198 California	South Lake California	263911	88361
Death Valley Rd East California	Guanella Pass Colorado	1451589	295417
Mt Rose California	Hurricane Ridge Washington	1298354	255120
Hwy 18-Waterman Canyon California	Balch Park Rd California	408982	85071
Mt Shasta California	Mt Evans Colorado	1899107	375284
Lake Sabrina California	Balch Park Rd California	284302	93018
Horseshoe Meadows Rd California	Nate Harrison Grade California	423686	80110
Hwy 38-Valley of Falls California	Hwy 18 North California	129665	28074
Monitor Pass East California	Mt Equinox Vermont	4805346	903947
East Portal Colorado	Hwy 168 California	1633612	319265
Mt Auscutney Vermont	Whitney Portal California	5054370	945021
Hwy 82 New Mexico	Etna Summit West California	2208662	421806
N4/Table Mt California	Nine Mile Rd California	179737	32808
Horseshoe Meadows Rd California	Mt Evans Colorado	1589938	322310
Wildrose California	Whiteface Mt New York	4877392	917695
Hurricane Ridge Washington	Grand Mesa North Colorado	2156096	425353
Mt Rose California	Mt Baldy California	742198	148770
Kolob Terrace Rd Utah	Palomar Mt California	785920	159487
Mix Canyon Fairfield California	Mt Harrision Idaho	1116543	215415
Mt Ashland Oregon	Hwy 180 West California	943135	186491
Mt Shasta California	Mix Canyon Fairfield California	454700	87296
Mineral King Rd California	Hwy 18 North California	450605	90035
Refugio Rd California	Hwy 156-Lee Canyon Nevada	685570	124529
Nate Harrison Grade California	Townes Pass East California	448680	93150
Empire Pass Utah	Parks Creek East California	1239282	237148
Refugio Rd California	Hwy 153 Utah	1041874	198801
Rock Creek California	Gibraltar Road Santa Barbara California	521400	93447
Beasore Rd California	Elkhorn Summit Oregon	1125705	225900
Wildrose California	N4/Table Mt California	221333	42758
Grand Mesa South Colorado	Hwy 190 California	1552519	310774
Empire Pass Utah	Whitney Portal California	936344	181547
Wolf Creek Pass Colorado	Monitor Pass East California	1502705	293211
Powder Mountain Utah	Beasore Rd California	1104439	229506
Mt Hood Oregon	Hwy 14 West Wyoming	1596212	314077
Hwy 39-Crystal Lake Rd California	Townes Pass East California	391088	83874
Bear Creek Road California	Mission Ridge Washington	1742162	338344
Pikes Peak Colorado	Guanella Pass Colorado	192175	48729
Sandia Crest Hwy New Mexico	Hwy 180 West California	1545596	304373
Beartooth Pass North Montana	Hwy 39-Crystal Lake Rd California	1947471	375738
Shirley Meadows California	Pine Creek Rd California	308343	60253
Mt Hood Oregon	Beasore Rd California	1278219	246485
Powder Mountain Utah	Hwy 198 California	1487535	287853
Hwy 156-Lee Canyon Nevada	Mt Auscutney Vermont	4737859	887260
Sonora Pass West California	Wildrose California	407216	82498
Hwy 14 Alt Route Wyoming	Hwy 18 North California	1788143	345996
Beasore Rd California	Mix Canyon Fairfield California	338401	66539
Mt Hood Oregon	Mt Ashland Oregon	478419	94813
Mt Equinox Vermont	Etna Summit West California	5124300	979823
Hwy 330 California	South Lake California	427276	77625
Nine Mile Rd California	Hwy 180 West California	365040	74155
Mix Canyon Fairfield California	Breckenridge Rd East California	616166	119161
Hwy 31 West Utah	Beasore Rd California	1028060	207934
Hwy 190 California	Burke Mt Vermont	5303898	989259
Beartooth Pass North Montana	Guanella Pass Colorado	848029	170584
Hwy 330 California	Whiteface Mt New York	4849735	907576
Lake Sabrina California	Mt Ashland Oregon	805250	160045
Magnolia Dr Colorado	Mt Graham Arizona	1367522	262813
Emigrant Pass East California	Onion Valley Rd California	156895	32959
Hwy 14 Alt Route Wyoming	Left Hand Canyon Colorado	757857	143775
Hwy 190 California	Hwy 157-158 Nevada	673053	129227
Hwy 82 New Mexico	Nate Harrison Grade California	1256571	235185
Hwy 143 Utah	Monitor Pass East California	729328	140242
Hwy 31 West Utah	Hwy 21-Whittaker Forest California	989488	227080
Wildrose California	Mt Lemmon Arizona	996315	179705
Balch Park Rd California	N4/Table Mt California	340889	68389
Mt Hood Oregon	Guanella Pass Colorado	1951196	375077
Mt Evans Colorado	Parks Creek East California	1920247	379618
Sonora Pass West California	Hwy 143 Utah	757502	149391
Guardsman Pass Utah	Dantes View California	831247	150785
Mt Hood Oregon	Empire Pass Utah	1350651	257428
Shirley Meadows California	Mt Lemmon Arizona	1017023	186421
Clingman's Dome Tennessee	Hwy 21-245-180-198 California	4136662	789003
Rock Creek California	Mt Ashland Oregon	786552	156397
Death Valley Rd East California	Palomar Mt California	554753	112279
Townes Pass West California	Left Hand Canyon Colorado	1532205	313987
Mt Evans Colorado	Whitney Portal California	1585983	318567
Beasore Rd California	Hurricane Ridge Washington	1734360	344137
Portuguese Pass California	Whitney Portal California	239311	52887
Monitor Pass East California	Parks Creek East California	489569	95534
Hwy 31 West Utah	Mt Rose California	895061	175209
Beartooth Pass North Montana	Onion Valley Rd California	1596772	306707
Cottonwood Pass Colorado	Gibraltar Road Santa Barbara California	1770975	347770
Sherman Pass West California	Hwy 190 California	69870	23100
Wheeler Peak Nevada	Clingman's Dome Tennessee	3477056	669212
Emigrant Pass East California	Townes Pass East California	0	0
Hwy 21-Whittaker Forest California	Grand Mesa North Colorado	1662817	334209
Mt Lemmon Arizona	Mt Harrision Idaho	1487384	288370
Slumgullion Pass West Colorado	Cottonwood Pass Colorado	200228	45533
Balch Park Rd California	Pikes Peak Colorado	1914314	375855
Townes Pass West California	Hwy 330 California	297889	59367
Wolf Creek Pass Colorado	Grand Mesa South Colorado	315698	76555
Burke Mt Vermont	Guanella Pass Colorado	3541473	674712
Guardsman Pass Utah	South Lake California	924029	171383
Clingman's Dome Tennessee	Big Cottonwood Canyon Utah	3263435	629298
Mt Shasta California	Hwy 38-Valley of Falls California	1108348	214533
Guardsman Pass Utah	Big Cottonwood Canyon Utah	97316	21101
Hwy 38-Valley of Falls California	Mt Harrision Idaho	1210340	221026
Hwy 143 Utah	Hwy 21-245-180-198 California	1031934	202548
Hwy 82 New Mexico	N4/Table Mt California	1390319	249919
Mt Evans Colorado	Whiteface Mt New York	3284095	615058
Bear Creek Road California	Wheeler Peak Nevada	1034216	196760
Onion Valley Rd California	Sandia Crest Hwy New Mexico	1361393	262881
Sonora Pass West California	Sandia Crest Hwy New Mexico	1574161	308064
Hwy 157 Mt Charleston Nevada	Mt Rose California	628857	114165
Hurricane Ridge Washington	Mt Lemmon Arizona	2724455	504636
Hurricane Ridge Washington	Hwy 18 North California	2046615	387863
Guardsman Pass Utah	Daylight Pass Rd California	802091	148417
Mt Hood Oregon	Dantes View California	1331506	251266
Mt Shasta California	Hurricane Ridge Washington	1003121	201573
Townes Pass East California	Whiteface Mt New York	4813615	899401
Nine Mile Rd California	White Mountain California	162662	27970
Pikes Peak Colorado	Townes Pass West California	1653092	328654
Wolf Creek Pass Colorado	Rock Creek California	1435701	280694
Mt Graham Arizona	Mt Rose California	1583482	289413
Magnolia Dr Colorado	Hwy 190 California	1999436	412539
Shirley Meadows California	Palomar Mt California	399111	80850
Townes Pass East California	Breckenridge Rd East California	265920	61288
Wolf Creek Pass Colorado	Refugio Rd California	1552176	294155
Little Cottonwood Canyon Utah	Breckenridge Rd East California	1184550	232114
Trail Ridge Rd Colorado	Portuguese Pass California	1748219	358518
Wolf Creek Pass Colorado	Sonora Pass West California	1528020	303215
Hwy 157 Mt Charleston Nevada	Elkhorn Summit Oregon	1253154	235268
Slumgullion Pass West Colorado	Daylight Pass Rd California	1241037	248701
Sonora Pass West California	Nine Mile Rd California	391297	84092
Mineral King Rd California	Wheeler Peak Nevada	762391	186250
Mt Washington Auto Rd New Hampshire	Elkhorn Summit Oregon	4846886	922265
Death Valley Rd East California	Dantes View California	153292	29013
East Portal Colorado	Monitor Pass East California	1399916	281755
Hwy 18-Waterman Canyon California	Mosquito Ridge Rd East California	875734	180962
Mt Graham Arizona	Hwy 21-Whittaker Forest California	1362826	252199
N4/Table Mt California	Clingman's Dome Tennessee	3847335	731150
Balch Park Rd California	Death Valley Rd East California	306191	102588
Rock Creek California	Hwy 157-158 Nevada	416811	78665
Palomar Mt California	Hwy 180 West California	586410	121326
Hwy 18-Waterman Canyon California	Hwy 21-245-180-198 California	437582	89080
Gibraltar Road Santa Barbara California	Breckenridge Rd East California	299147	69420
Powder Mountain Utah	Clingman's Dome Tennessee	3206350	615354
Horseshoe Meadows Rd California	Townes Pass East California	131557	28747
Shirley Meadows California	Mt Shasta California	984043	198327
Slumgullion Pass West Colorado	Clingman's Dome Tennessee	2671725	514768
Grand Mesa South Colorado	Wildrose California	1218209	244187
Hwy 14 West Wyoming	Whiteface Mt New York	3647016	682958
Wolf Creek Pass Colorado	Wildrose California	1354527	272699
