waypoint1	waypoint2	distance_m	duration_s
Guanella Pass, CO	Hwy 39-Crystal Lake Rd, CA	1794997	358201
Mt Lemmon, AZ	Hwy 31 West, UT	1094130	230004
Portuguese Pass, CA	Sonora Pass West, CA	503462	109614
N4/Table Mt, CA	Mt Rose, CA	1706264	333624
Wheeler Peak, NV	Beartooth Pass North, MT	1038198	200664
Sherman Pass West, CA	Mt Baldy, CA	344931	74125
Hwy 21-245-180-198, CA	White Mountain, CA	522724	119442
Slumgullion Pass West, CO	Tollhouse Rd, CA	1726174	352521
Hwy 156-Lee Canyon, NV	Death Valley Rd East, CA	321061	59031
Clingman's Dome, TN	Hwy 18-Waterman Canyon, CA	3893590	753889
Hwy 198, CA	Tollhouse Rd, CA	115541	26708
Wheeler Peak, NV	Mt Spokane, WA	1347083	263594
Hwy 143, UT	Glacier Lodge Rd, CA	648080	132146
Hwy 156-Lee Canyon, NV	Left Hand Canyon, CO	1432998	301914
Mt Baldy, CA	Daylight Pass Rd, CA	386824	81890
South Lake, CA	Tollhouse Rd, CA	282513	65298
Hwy 39-Crystal Lake Rd, CA	Pine Creek Rd, CA	2457960	471136
Magnolia Dr, CO	Hwy 18-Waterman Canyon, CA	1756406	367928
N4/Table Mt, CA	Hwy 31 West, UT	1551046	302153
Hwy 18 North, CA	Shirley Meadows, CA	4213872	808005
Whiteface Mt, NY	Townes Pass East, CA	4844500	909954
Burke Mt, VT	Aspen, Colorado	3805413	723142
Hwy 157-158, NV	Glacier Lodge Rd, CA	390881	76004
Sherman Pass West, CA	Hwy 18 North, CA	4191449	804772
Kolob Terrace Rd, UT	Whiteface Mt, NY	4403617	826293
Pikes Peak, CO	Sherman Pass West, CA	1840320	373984
Breckenridge Rd East, CA	Mt Rose, CA	739744	151533
Powder Mountain, UT	Hwy 18-Waterman Canyon, CA	1216260	239485
Mt Equinox, VT	Hwy 143, UT	4322110	817920
Etna Summit West, CA	Hwy 14 Alt Route, WY	1993594	380703
Hwy 157 (Mt Charleston), NV	Portuguese Pass, CA	502459	107434
Hwy 143, UT	Lake Sabrina, CA	717074	139922
Big Cottonwood Canyon, UT	Glacier Lodge Rd, CA	912499	172540
N4/Table Mt, CA	Emigrant Pass East, CA	1891414	358601
Balch Park Rd, CA	Mt Evans, CO	1985649	407380
Daylight Pass Rd, CA	Gibraltar Road, Santa Barbara, CA	500001	102919
Hwy 168, CA	Lake Sabrina, CA	78941	18589
Hwy 21-245-180-198, CA	Townes Pass East, CA	700908	142836
Hwy 156-Lee Canyon, NV	Hwy 330, CA	513430	97645
Hwy 168, CA	Mix Canyon, Fairfield	521475	115653
Monitor Pass East, CA	Whitaker Forest Road, Badger, California	444197	108625
Tollhouse Rd, CA	Nate Harrison Grade, CA	645418	135002
Hwy 21-245-180-198, CA	East Portal, CO	1976920	409312
Mt Ashland, OR	Mt Auscutney, VT	5149426	989548
Hwy 198, CA	Nate Harrison Grade, CA	595130	130936
Palomar Mt, CA	Shirley Meadows, CA	429395	93675
Aspen, Colorado	Mt Washington Auto Rd, NH	3895436	752054
Hwy 153, UT	Mt Hood, OR	1400990	273761
Monitor Pass East, CA	Hwy 153, UT	808722	157274
Big Cottonwood Canyon, UT	Hwy 157-158, NV	713519	131991
Mt Ashland, OR	Hwy 18 North, CA	4711690	912372
Breckenridge Rd East, CA	Beartooth Pass North, MT	1716624	336711
Mt Harrision, ID	Bear Creek Road, CA	1231904	253416
Hwy 156-Lee Canyon, NV	Beartooth Pass North, MT	1375346	261422
Hwy 18 North, CA	Aspen, Colorado	2849312	553385
Hwy 330, CA	Townes Pass East, CA	322726	68835
Emigrant Pass East, CA	Grand Mesa North, CO	1082197	223315
Guardsman Pass, UT	Refugio Rd, CA	1362350	259588
Guanella Pass, CO	Nine Mile Rd, CA	3204969	615418
Hwy 153, UT	East Portal, CO	927515	197672
Balch Park Rd, CA	Mt Rose, CA	675881	142940
Left Hand Canyon, CO	Daylight Pass Rd, CA	1457440	293868
Mt Ashland, OR	Hwy 180 West, CA	924652	185786
Wildrose, CA	Tollhouse Rd, CA	2816536	551782
Cottonwood Pass, CO	Elkhorn Summit, OR	1623454	324582
Hwy 180 West, CA	Pine Creek Rd, CA	2401366	463726
Hwy 330, CA	Aspen, Colorado	1464885	299253
Portuguese Pass, CA	Hwy 14 Alt Route, WY	1851732	371861
Breckenridge Rd East, CA	Nine Mile Rd, CA	4840440	906278
Portuguese Pass, CA	Sandia Crest Hwy, NM	1370606	275948
Onion Valley Rd, CA	Dantes View, CA	242837	54623
Hwy 168, CA	Parks Creek East, CA	763096	148200
Grand Mesa South, CO	Nine Mile Rd, CA	3567885	700958
Townes Pass West, CA	East Portal, CO	1456276	293046
Hwy 14 West, WY	Tollhouse Rd, CA	1757759	363477
Tollhouse Rd, CA	Mt Evans, CO	1843361	387311
Pikes Peak, CO	Mt Washington Auto Rd, NH	3624457	692411
Hwy 330, CA	Glacier Lodge Rd, CA	415000	78693
Trail Ridge Rd, CO	Hwy 156-158, NV	2826437	558456
Mt Baldy, CA	Hurricane Ridge, WA	2162114	418045
Refugio Rd, CA	Pine Creek Rd, CA	2555671	485004
Trail Ridge Rd, CO	Mosquito Ridge Rd East, CA	1699674	343211
Burke Mt, VT	Hwy 14 West, WY	3451197	641051
Hwy 156-Lee Canyon, NV	Hwy 18 North, CA	3902861	745032
Clingman's Dome, TN	Magnolia Dr, CO	2496770	492405
Whitaker Forest Road, Badger, California	Hwy 14 Alt Route, WY	1652996	361744
Slumgullion Pass West, CO	Magnolia Dr, CO	402324	96765
Mt Equinox, VT	Guanella Pass, CO	3337754	645153
Hwy 198, CA	Mt Auscutney, VT	5273008	997400
Shirley Meadows, CA	Whiteface Mt, NY	4992681	939234
Grand Mesa South, CO	Magnolia Dr, CO	443227	108242
South Lake, CA	Breckenridge Rd East, CA	73563	23547
Mt Harrision, ID	Trail Ridge Rd, CO	972194	203141
Guanella Pass, CO	Big Cottonwood Canyon, UT	779327	170920
South Lake, CA	Horseshoe Meadows Rd, CA	173517	32250
Whitney Portal, CA	Elkhorn Summit, OR	1138363	218213
Left Hand Canyon, CO	Hwy 153, UT	978146	213126
Hwy 157 (Mt Charleston), NV	Townes Pass East, CA	278205	57848
Powder Mountain, UT	Mt Ashland, OR	1279502	252403
Daylight Pass Rd, CA	Emigrant Pass East, CA	147869	29952
Pine Creek Rd, CA	Horseshoe Meadows Rd, CA	2058612	394752
Wheeler Peak, NV	Tollhouse Rd, CA	838210	180563
Hwy 31 West, UT	Death Valley Rd East, CA	822096	158632
Kolob Terrace Rd, UT	Aspen, Colorado	861019	185837
Mt Harrision, ID	Beasore Rd, CA	997753	214250
Little Cottonwood Canyon, UT	Townes Pass East, CA	825551	158616
Kolob Terrace Rd, UT	Glacier Lodge Rd, CA	710476	144890
Kolob Terrace Rd, UT	Mosquito Ridge Rd East, CA	968426	198882
Hwy 190, CA	Horseshoe Meadows Rd, CA	50023	8504
Dantes View, CA	Wolf Creek Pass, CO	1245914	243146
Burke Mt, VT	Horseshoe Meadows Rd, CA	5161505	956867
Burke Mt, VT	Left Hand Canyon, CO	3472911	645622
Mt Shasta, CA	Magnolia Dr, CO	1894454	388955
Mt Harrision, ID	Lake Sabrina, CA	892297	170579
Refugio Rd, CA	Shirley Meadows, CA	405018	81491
Breckenridge Rd East, CA	Mt Shasta, CA	991972	191181
Hwy 157-158, NV	Mt Rose, CA	670603	126676
Hwy 156-158, NV	Hwy 18-Waterman Canyon, CA	3936717	755733
Mt Baldy, CA	Little Cottonwood Canyon, UT	1188100	232688
Mix Canyon, Fairfield	Aspen, Colorado	1775483	355997
Cajon Junction, California 92371	Clingman's Dome, TN	3877982	748184
Rock Creek, CA	Mt Washington Auto Rd, NH	5232601	985578
Guanella Pass, CO	Hwy 143, UT	963491	213109
Kolob Terrace Rd, UT	Townes Pass East, CA	574971	121867
Mt Baldy, CA	Whiteface Mt, NY	4913288	920892
Hwy 157-158, NV	Mission Ridge, WA	1686685	318622
Sandia Crest Hwy, NM	Elkhorn Summit, OR	1909624	370056
Hwy 21-245-180-198, CA	Clingman's Dome, TN	4420516	856686
Palomar Mt, CA	White Mountain, CA	581913	117632
Mt Lemmon, AZ	Mosquito Ridge Rd East, CA	1685003	330198
Palomar Mt, CA	Empire Pass, UT	1245481	250621
Mt Spokane, WA	Nate Harrison Grade, CA	2026906	391949
Whitaker Forest Road, Badger, California	Hwy 156-158, NV	4200133	803620
Hwy 156-Lee Canyon, NV	Hwy 156-158, NV	3714666	705835
Hwy 21-245-180-198, CA	Palomar Mt, CA	870455	175893
Balch Park Rd, CA	Hwy 31 West, UT	1350241	272193
Wildrose, CA	Townes Pass West, CA	2493205	476581
Rock Creek, CA	Mt Lemmon, AZ	1772008	342735
La Luz, NM	Cajon Junction, California 92371	1353372	246024
Little Cottonwood Canyon, UT	White Mountain, CA	847787	163961
Hwy 180 West, CA	Balch Park Rd, CA	144025	32902
Guardsman Pass, UT	Hwy 39-Crystal Lake Rd, CA	1255675	249952
Slumgullion Pass West, CO	Aspen, Colorado	187519	49132
Rock Creek, CA	Death Valley Rd East, CA	589073	119884
Mt Ashland, OR	Mix Canyon, Fairfield	579408	115055
Hwy 156-Lee Canyon, NV	Balch Park Rd, CA	742026	144431
Whitney Portal, CA	Hwy 18-Waterman Canyon, CA	328775	64721
Hwy 14 West, WY	Dantes View, CA	1438616	280436
Whitaker Forest Road, Badger, California	Sandia Crest Hwy, NM	1537335	308260
Guardsman Pass, UT	Horseshoe Meadows Rd, CA	1009785	195399
Mt Harrision, ID	Little Cottonwood Canyon, UT	325608	66532
Hwy 143, UT	Hwy 157-158, NV	409287	86176
Nine Mile Rd, CA	Magnolia Dr, CO	3147267	594580
Hwy 156-Lee Canyon, NV	Mt Spokane, WA	1684788	323736
Hwy 330, CA	Wolf Creek Pass, CO	1347661	269279
Slumgullion Pass West, CO	Breckenridge Rd East, CA	1396804	282583
Etna Summit West, CA	Balch Park Rd, CA	938402	197371
N4/Table Mt, CA	Empire Pass, UT	1366455	264739
Rock Creek, CA	N4/Table Mt, CA	1721183	338610
Powder Mountain, UT	Mt Rose, CA	945681	184894
Mineral King Rd, CA	Mt Evans, CO	2029244	416929
Mt Auscutney, VT	Wolf Creek Pass, CO	3696122	704697
Whitaker Forest Road, Badger, California	Grand Mesa North, CO	1701560	349660
Mt Spokane, WA	Hwy 156-158, NV	4297113	832534
Hwy 157 (Mt Charleston), NV	Mt Rose, CA	694824	129940
Mt Ashland, OR	Mt Spokane, WA	1007021	200761
Mt Hood, OR	Lake Sabrina, CA	1165261	239199
Whitaker Forest Road, Badger, California	Whitney Portal, CA	162877	67522
Hwy 156-Lee Canyon, NV	Palomar Mt, CA	575696	113329
Whitaker Forest Road, Badger, California	Lake Sabrina, CA	230813	83592
Powder Mountain, UT	Onion Valley Rd, CA	1030113	196650
Valley of the Falls Dr, Forest Falls, CA 92339	Etna Summit West, CA	1290441	268914
Refugio Rd, CA	Horseshoe Meadows Rd, CA	448601	82540
Mt Hood, OR	Grand Mesa North, CO	1849240	370901
Hurricane Ridge, WA	Sonora Pass West, CA	1537426	303169
La Luz, NM	Mt Graham, AZ	477110	90813
Trail Ridge Rd, CO	Hwy 39-Crystal Lake Rd, CA	1880083	380711
Dawson's Saddle, CA	Mt Auscutney, VT	4980487	933449
Shirley Meadows, CA	Wolf Creek Pass, CO	1469693	294381
Wildrose, CA	Empire Pass, UT	1974852	379227
Hwy 39-Crystal Lake Rd, CA	Etna Summit West, CA	1297226	269958
Big Cottonwood Canyon, UT	Gibraltar Road, Santa Barbara, CA	1298599	249349
Valley of the Falls Dr, Forest Falls, CA 92339	Townes Pass East, CA	351616	74038
Mix Canyon, Fairfield	Hwy 14 Alt Route, WY	1878678	358436
Mineral King Rd, CA	Hwy 14 Alt Route, WY	2026947	405138
Sonora Pass West, CA	Whitney Portal, CA	297086	65671
Aspen, Colorado	Sonora Pass West, CA	1519744	306348
Etna Summit West, CA	Mt Shasta, CA	117030	27310
Hwy 330, CA	Mix Canyon, Fairfield	841419	167059
Beasore Rd, CA	Beartooth Pass North, MT	1595540	320842
Hwy 168, CA	Glacier Lodge Rd, CA	35011	10907
La Luz, NM	Hwy 156-158, NV	2668765	509895
Wheeler Peak, NV	Hwy 14 West, WY	989932	199904
Cajon Junction, California 92371	Pine Creek Rd, CA	2306040	440489
South Lake, CA	Hurricane Ridge, WA	1987531	383525
Dawson's Saddle, CA	Breckenridge Rd East, CA	231117	50062
Pikes Peak, CO	Rock Creek, CA	1899650	378909
Guardsman Pass, UT	Wolf Creek Pass, CO	795561	170719
Pikes Peak, CO	Hwy 18 North, CA	2591566	498823
Mt Harrision, ID	Hwy 153, UT	585191	109228
Aspen, Colorado	Pine Creek Rd, CA	1844508	342378
South Lake, CA	Hwy 14 Alt Route, WY	1739483	350769
Hurricane Ridge, WA	Nate Harrison Grade, CA	2254894	438155
Hwy 180 West, CA	Mt Shasta, CA	800319	156375
Hwy 39-Crystal Lake Rd, CA	Hwy 14 West, WY	1846594	370283
Kolob Terrace Rd, UT	Monitor Pass East, CA	793793	162681
Slumgullion Pass West, CO	Palomar Mt, CA	1396655	282313
Hwy 14 West, WY	Mt Auscutney, VT	3311625	623373
La Luz, NM	Nine Mile Rd, CA	3604572	662070
Bear Creek Road, CA	Mt Auscutney, VT	5286306	1010036
Mt Baldy, CA	Beasore Rd, CA	638935	137840
Mt Equinox, VT	Beasore Rd, CA	4978617	961479
Little Cottonwood Canyon, UT	Emigrant Pass East, CA	811600	158728
Wildrose, CA	Hwy 18 North, CA	4255930	795400
Rock Creek, CA	Beartooth Pass North, MT	1443894	285282
Guanella Pass, CO	Whiteface Mt, NY	3335167	639840
Mt Equinox, VT	Etna Summit West, CA	5121650	979105
Guanella Pass, CO	Sandia Crest Hwy, NM	609505	126175
Wheeler Peak, NV	Wildrose, CA	2124151	405536
Mt Baldy, CA	Wolf Creek Pass, CO	1390300	276039
Hwy 157 (Mt Charleston), NV	Hwy 14 Alt Route, WY	1355435	267556
Hwy 168, CA	Mt Ashland, OR	863869	169744
Mt Shasta, CA	Nate Harrison Grade, CA	1208892	241054
Nine Mile Rd, CA	Hurricane Ridge, WA	4759269	901690
Mt Equinox, VT	Shirley Meadows, CA	4984885	942116
Hwy 168, CA	Emigrant Pass East, CA	344302	62124
Sherman Pass West, CA	Hwy 31 West, UT	1145655	237296
Dawson's Saddle, CA	Clingman's Dome, TN	3904674	752954
Sandia Crest Hwy, NM	Hwy 156-158, NV	2716300	523940
Whitaker Forest Road, Badger, California	Sonora Pass West, CA	399963	94878
Sherman Pass West, CA	Sonora Pass West, CA	434273	96159
Pikes Peak, CO	White Mountain, CA	1626362	334282
Hwy 156-158, NV	Whitney Portal, CA	4023409	763699
Parks Creek East, CA	Grand Mesa North, CO	1710735	334504
Aspen, Colorado	Whiteface Mt, NY	3591431	693348
Nine Mile Rd, CA	Mosquito Ridge Rd East, CA	4783546	908292
Guardsman Pass, UT	Hwy 21-245-180-198, CA	1330895	261394
Mission Ridge, WA	Sandia Crest Hwy, NM	2362350	456373
La Luz, NM	Hwy 21-245-180-198, CA	2013157	374368
N4/Table Mt, CA	Clingman's Dome, TN	3750195	721173
Palomar Mt, CA	Hwy 31 West, UT	1203636	245621
Burke Mt, VT	Hurricane Ridge, WA	5071674	959897
Big Cottonwood Canyon, UT	Etna Summit West, CA	1271057	243369
Slumgullion Pass West, CO	Wolf Creek Pass, CO	125311	29410
Mt Baldy, CA	Sonora Pass West, CA	636055	132198
Breckenridge Rd East, CA	Emigrant Pass East, CA	433659	87852
Powder Mountain, UT	Hwy 153, UT	455485	91484
Shirley Meadows, CA	Clingman's Dome, TN	4002515	777154
Kolob Terrace Rd, UT	Burke Mt, VT	4602633	860987
Gibraltar Road, Santa Barbara, CA	Mt Rose, CA	888053	185491
N4/Table Mt, CA	Hwy 143, UT	1724047	324662
Hwy 143, UT	Horseshoe Meadows Rd, CA	682316	143053
Guardsman Pass, UT	Hwy 153, UT	355987	72568
Portuguese Pass, CA	Nate Harrison Grade, CA	432998	98276
Hwy 156-Lee Canyon, NV	Mt Ashland, OR	1107744	208948
Hwy 143, UT	Little Cottonwood Canyon, UT	399090	76417
Hwy 157 (Mt Charleston), NV	Nine Mile Rd, CA	4501953	842721
Daylight Pass Rd, CA	White Mountain, CA	211114	45462
Hurricane Ridge, WA	Emigrant Pass East, CA	1928276	367076
Mt Evans, CO	Elkhorn Summit, OR	1626313	324072
Guardsman Pass, UT	Hwy 330, CA	1163838	228473
Hwy 330, CA	Bear Creek Road, CA	801202	169773
Hurricane Ridge, WA	Townes Pass West, CA	1840687	359717
Townes Pass West, CA	Clingman's Dome, TN	3869222	750158
Bear Creek Road, CA	Hwy 14 Alt Route, WY	2024914	397503
Grand Mesa South, CO	Horseshoe Meadows Rd, CA	1263855	262868
Balch Park Rd, CA	Pine Creek Rd, CA	2516195	487795
Mineral King Rd, CA	Mt Spokane, WA	1930716	376947
La Luz, NM	Mt Baldy, CA	1368512	250482
Mt Graham, AZ	Mosquito Ridge Rd East, CA	1719790	343123
Bear Creek Road, CA	Hurricane Ridge, WA	1696421	341203
Glacier Lodge Rd, CA	Tollhouse Rd, CA	277660	92381
Hwy 39-Crystal Lake Rd, CA	Left Hand Canyon, CO	1944706	389188
Etna Summit West, CA	Whitaker Forest Road, Badger, California	862541	184542
Pikes Peak, CO	East Portal, CO	256218	60881
Hwy 156-Lee Canyon, NV	South Lake, CA	563557	103404
Wildrose, CA	Hwy 39-Crystal Lake Rd, CA	2980536	568557
Wheeler Peak, NV	Townes Pass East, CA	525649	102514
Hwy 39-Crystal Lake Rd, CA	Mt Rose, CA	804417	161105
Dantes View, CA	Mosquito Ridge Rd East, CA	702288	145102
Balch Park Rd, CA	Mission Ridge, WA	1735503	342959
Mix Canyon, Fairfield	Horseshoe Meadows Rd, CA	577855	124584
Tollhouse Rd, CA	Pine Creek Rd, CA	2390768	462517
Etna Summit West, CA	Dantes View, CA	1033227	201465
Daylight Pass Rd, CA	Grand Mesa North, CO	1105200	217314
Mix Canyon, Fairfield	Daylight Pass Rd, CA	745451	153791
Big Cottonwood Canyon, UT	Mt Baldy, CA	1192675	232788
Whiteface Mt, NY	Wolf Creek Pass, CO	3611105	682146
Sherman Pass West, CA	Whitney Portal, CA	163027	41495
Daylight Pass Rd, CA	Lake Sabrina, CA	237982	51457
Hwy 168, CA	Gibraltar Road, Santa Barbara, CA	523132	105151
Mt Evans, CO	Mosquito Ridge Rd East, CA	1767298	362176
Mt Ashland, OR	Empire Pass, UT	1282706	254339
Glacier Lodge Rd, CA	Gibraltar Road, Santa Barbara, CA	488638	92119
Hwy 21-245-180-198, CA	Mt Auscutney, VT	5262951	1003298
Hwy 39-Crystal Lake Rd, CA	Sandia Crest Hwy, NM	1336598	265305
Pine Creek Rd, CA	East Portal, CO	1761448	327712
Guardsman Pass, UT	Slumgullion Pass West, CO	686502	157068
Guardsman Pass, UT	Hwy 157 (Mt Charleston), NV	764516	147224
Kolob Terrace Rd, UT	Mt Evans, CO	1107196	243085
Burke Mt, VT	Lake Sabrina, CA	5047017	943897
Hwy 21-245-180-198, CA	Bear Creek Road, CA	32215	8751
Hwy 156-Lee Canyon, NV	Empire Pass, UT	799746	158945
Hwy 18 North, CA	Mt Spokane, WA	4214132	805491
Bear Creek Road, CA	Mt Evans, CO	2069517	418488
Valley of the Falls Dr, Forest Falls, CA 92339	Hwy 156-158, NV	3912735	748838
Hwy 21-245-180-198, CA	Wolf Creek Pass, CO	1887694	373914
Refugio Rd, CA	Mt Hood, OR	1580307	322976
Mt Spokane, WA	Mt Evans, CO	1827851	357516
Nate Harrison Grade, CA	Horseshoe Meadows Rd, CA	440330	86211
Mt Auscutney, VT	Hwy 153, UT	4366057	832066
Hwy 21-245-180-198, CA	Beasore Rd, CA	298580	69813
Etna Summit West, CA	Hwy 153, UT	1292454	249048
Hwy 168, CA	Mt Baldy, CA	440683	89424
Mt Graham, AZ	Mt Spokane, WA	2413947	481815
Wheeler Peak, NV	Mt Graham, AZ	1069910	235780
Guanella Pass, CO	Daylight Pass Rd, CA	1432565	296378
Guardsman Pass, UT	South Lake, CA	1213965	234231
Powder Mountain, UT	Tollhouse Rd, CA	1171640	247171
Left Hand Canyon, CO	Beartooth Pass North, MT	852470	168826
Magnolia Dr, CO	Empire Pass, UT	676184	154358
Hwy 157-158, NV	Daylight Pass Rd, CA	198535	35385
Shirley Meadows, CA	Empire Pass, UT	1180311	241189
Slumgullion Pass West, CO	Hwy 157 (Mt Charleston), NV	1087637	228723
Portuguese Pass, CA	Hwy 14 West, WY	1851732	371861
N4/Table Mt, CA	Daylight Pass Rd, CA	1822911	350332
Whiteface Mt, NY	Horseshoe Meadows Rd, CA	4973799	930362
Mt Ashland, OR	White Mountain, CA	880580	175022
Breckenridge Rd East, CA	Whiteface Mt, NY	4996096	939835
Kolob Terrace Rd, UT	Hwy 198, CA	814256	199686
Sonora Pass West, CA	Emigrant Pass East, CA	559771	103757
Hwy 190, CA	Guanella Pass, CO	1558480	327316
Wildrose, CA	Hwy 14 West, WY	2133003	385971
Cajon Junction, California 92371	Hwy 180 West, CA	426710	86745
Valley of the Falls Dr, Forest Falls, CA 92339	Left Hand Canyon, CO	1846093	368614
Parks Creek East, CA	Hwy 18 North, CA	4725824	905329
Hwy 18 North, CA	Mt Rose, CA	4456949	844600
Guardsman Pass, UT	Nate Harrison Grade, CA	1216485	239729
Burke Mt, VT	Hwy 21-245-180-198, CA	5402523	1020976
Trail Ridge Rd, CO	Pine Creek Rd, CA	1702575	321761
Burke Mt, VT	Wildrose, CA	4176305	765157
Big Cottonwood Canyon, UT	Townes Pass East, CA	827125	158950
Hurricane Ridge, WA	Horseshoe Meadows Rd, CA	1826440	351485
Mt Equinox, VT	Hwy 156-158, NV	1462865	293383
Hurricane Ridge, WA	Left Hand Canyon, CO	2449967	483509
Hwy 180 West, CA	Whitney Portal, CA	192504	73390
Mt Evans, CO	Gibraltar Road, Santa Barbara, CA	1918968	387619
Grand Mesa South, CO	Mt Rose, CA	1390908	279148
Portuguese Pass, CA	White Mountain, CA	352329	76542
Pikes Peak, CO	Hwy 156-Lee Canyon, NV	1484217	303127
Rock Creek, CA	Whitaker Forest Road, Badger, California	584970	117403
Hwy 156-158, NV	Mosquito Ridge Rd East, CA	4460621	856263
Slumgullion Pass West, CO	South Lake, CA	1446190	295723
La Luz, NM	Mix Canyon, Fairfield	2125038	391514
Mt Harrision, ID	Tollhouse Rd, CA	1050415	225446
Balch Park Rd, CA	Death Valley Rd East, CA	463291	105834
Wheeler Peak, NV	Hwy 157 (Mt Charleston), NV	452879	87575
Hwy 153, UT	Magnolia Dr, CO	932571	205686
Pikes Peak, CO	Etna Summit West, CA	2145610	424015
Burke Mt, VT	Cajon Junction, California 92371	5051484	941901
Slumgullion Pass West, CO	Mix Canyon, Fairfield	1799957	365450
Emigrant Pass East, CA	Hwy 18-Waterman Canyon, CA	318016	65680
Sandia Crest Hwy, NM	Mt Hood, OR	2255778	445157
Hwy 157 (Mt Charleston), NV	Sonora Pass West, CA	595180	115815
Sherman Pass West, CA	Rock Creek, CA	735923	151418
Hwy 190, CA	Daylight Pass Rd, CA	125915	30938
Guardsman Pass, UT	Hwy 198, CA	1085675	239489
Wildrose, CA	Hwy 180 West, CA	2828964	555464
Parks Creek East, CA	Mt Hood, OR	547450	117844
Dawson's Saddle, CA	Whiteface Mt, NY	4894839	915035
Trail Ridge Rd, CO	Mt Shasta, CA	1892316	379461
Powder Mountain, UT	Mt Graham, AZ	1265842	266630
Hwy 14 Alt Route, WY	Hwy 31 West, UT	668572	133192
Sherman Pass West, CA	Parks Creek East, CA	1027882	208295
Mt Equinox, VT	Cottonwood Pass, CO	3466328	669535
Pikes Peak, CO	Sonora Pass West, CA	1770633	356074
Hwy 31 West, UT	Hwy 153, UT	276745	61085
Hwy 153, UT	Whitney Portal, CA	727171	145336
Mt Ashland, OR	Cajon Junction, California 92371	1169205	229084
Breckenridge Rd East, CA	Glacier Lodge Rd, CA	322394	69075
La Luz, NM	Hwy 18 North, CA	2693854	517899
Parks Creek East, CA	Beartooth Pass North, MT	1523822	287445
Palomar Mt, CA	Whiteface Mt, NY	4904032	915560
Mt Equinox, VT	Hwy 14 Alt Route, WY	3236481	613915
Pikes Peak, CO	Lake Sabrina, CA	1711149	343311
Cajon Junction, California 92371	Tollhouse Rd, CA	483341	97749
N4/Table Mt, CA	Hwy 14 West, WY	1479711	270534
Mt Lemmon, AZ	Sandia Crest Hwy, NM	831394	169101
Kolob Terrace Rd, UT	Mt Spokane, WA	1708619	328205
Hwy 156-Lee Canyon, NV	La Luz, NM	1148478	219281
East Portal, CO	Nate Harrison Grade, CA	1833640	379331
Valley of the Falls Dr, Forest Falls, CA 92339	Monitor Pass East, CA	681061	134003
Little Cottonwood Canyon, UT	Mt Evans, CO	819665	172182
Big Cottonwood Canyon, UT	Elkhorn Summit, OR	919800	177917
Slumgullion Pass West, CO	Dantes View, CA	1225203	251684
Mt Auscutney, VT	Townes Pass East, CA	4940117	930458
Hwy 330, CA	Sandia Crest Hwy, NM	1240847	248346
Etna Summit West, CA	Clingman's Dome, TN	4458910	879209
Hwy 330, CA	Hwy 14 West, WY	1771271	355653
Refugio Rd, CA	Cajon Junction, California 92371	287594	57278
Hwy 143, UT	Mission Ridge, WA	1599702	309695
Monitor Pass East, CA	Cottonwood Pass, CO	1583746	321399
Mt Graham, AZ	Tollhouse Rd, CA	1350000	263306
Daylight Pass Rd, CA	Magnolia Dr, CO	1414299	296488
Parks Creek East, CA	Emigrant Pass East, CA	995439	182724
Monitor Pass East, CA	Nine Mile Rd, CA	4686780	881826
